,Bib,M/F,"X1, Age","X2, 5K Pace","X3, Half Pace","Y, Official Time","X4, Gender","X5, Wave: Elite","X6, Wave: One","X7, Wave: Two","X8, Wave: Three",Index
17181,21986,F,49,5.32,5.41439,247.52,1,0,0,0,1,8573
9901,18355,M,60,4.774,4.71525,220.52,0,0,0,0,1,4875
13086,16289,F,26,5.263999999999999,5.28641,231.2,1,0,0,0,1,6516
15816,19469,F,43,5.656000000000001,5.621519999999999,240.83,1,0,0,0,1,7850
9323,19292,M,55,5.164,5.0963400000000005,218.52,0,0,0,0,1,4576
13976,16204,F,27,4.684,5.20062,234.25,1,0,0,0,1,6962
20244,21962,F,52,5.276,5.58028,264.7,1,0,0,0,1,10106
20229,16598,F,33,5.49,5.6532800000000005,264.53,1,0,0,0,1,10098
12773,18788,M,56,5.08,5.18166,230.18,0,0,0,0,1,6349
14715,18648,F,35,5.42,5.40917,236.82,1,0,0,0,1,7300
12799,17843,F,36,4.96,5.15843,230.27,1,0,0,0,1,6361
17024,21690,F,51,5.476,5.6144099999999995,246.68,1,0,0,0,1,8491
16047,22976,M,61,5.04,5.15132,242.02,0,0,0,0,1,7964
15161,21197,F,49,5.504,5.50208,238.35,1,0,0,0,1,7513
20477,18187,F,42,5.004,5.26034,266.23,1,0,0,0,1,10221
11971,20097,M,60,5.396,5.41439,227.63,0,0,0,0,1,5930
10172,18234,F,48,4.934,5.024290000000001,221.57,1,0,0,0,1,5009
9358,19622,F,48,4.99,4.95699,218.65,1,0,0,0,1,4594
13651,16583,F,29,5.154,5.3267,233.17,1,0,0,0,1,6799
17175,18933,M,58,5.41,5.58265,247.5,0,0,0,0,1,8571
19634,22500,F,52,5.12,5.32765,260.75,1,0,0,0,1,9811
21182,21266,F,43,5.28,5.64048,271.3,1,0,0,0,1,10600
16767,22310,M,61,5.524,5.5836,245.43,0,0,0,0,1,8356
14736,19764,F,43,5.034,5.2575,236.9,1,0,0,0,1,7320
21192,17964,M,59,6.196000000000001,6.010190000000001,271.35,0,0,0,0,1,10605
16456,23080,F,60,5.586,5.51724,243.93,1,0,0,0,1,8183
19561,22313,F,51,5.52,5.6679699999999995,260.23,1,0,0,0,1,9775
10183,17525,M,59,5.086,5.1010800000000005,221.62,0,0,0,0,1,5015
19766,20146,F,41,5.476,5.60872,261.5,1,0,0,0,1,9874
13068,16269,F,43,5.206,5.3395,231.13,1,0,0,0,1,6505
8417,16106,F,24,5.013999999999999,5.12715,215.18,1,0,0,0,1,4123
23551,21556,M,60,5.4,5.61678,295.2,0,0,0,0,1,11797
14136,16378,F,25,5.114,5.14279,234.78,1,0,0,0,1,7040
12479,18638,M,56,4.996,5.00676,229.13,0,0,0,0,1,6196
19781,18903,F,44,5.16,5.26034,261.6,1,0,0,0,1,9884
19328,18350,M,58,5.0760000000000005,5.07264,258.8,0,0,0,0,1,9646
26088,17749,M,67,6.266,7.39756,351.2,0,0,0,0,1,13034
8594,19940,F,45,4.99,5.04941,215.87,1,0,0,0,1,4210
8493,19379,F,47,5.2139999999999995,5.16791,215.48,1,0,0,0,1,4157
10592,17878,F,45,4.96,4.9404,223.05,1,0,0,0,1,5219
16759,18684,M,60,5.104,5.3432900000000005,245.37,0,0,0,0,1,8351
11618,18941,F,37,5.166,5.21863,226.45,1,0,0,0,1,5748
12870,19894,M,62,5.106,5.22906,230.5,0,0,0,0,1,6407
13929,22087,F,49,5.24,5.16791,234.13,1,0,0,0,1,6939
16482,20552,M,63,5.564,5.56085,244.02,0,0,0,0,1,8197
14712,16693,F,29,5.074,5.1736,236.82,1,0,0,0,1,7302
13147,19781,F,58,5.064,5.18687,231.42,1,0,0,0,1,6547
12621,22266,F,45,5.524,5.5016,229.65,1,0,0,0,1,6266
13057,18177,M,55,5.06,4.95319,231.12,0,0,0,0,1,6499
16159,18071,M,57,5.263999999999999,5.4627300000000005,242.5,0,0,0,0,1,8028
14865,17531,M,56,5.316,5.250859999999999,237.32,0,0,0,0,1,7386
16797,18890,F,39,5.1739999999999995,5.250859999999999,245.55,1,0,0,0,1,8370
13500,20166,F,49,5.0,5.15796,232.72,1,0,0,0,1,6724
14122,17387,F,35,5.053999999999999,5.21721,234.75,1,0,0,0,1,7033
16009,18142,F,39,5.444,5.56559,241.85,1,0,0,0,1,7940
20517,20109,F,48,5.114,5.22195,266.6,1,0,0,0,1,10245
14514,17058,F,37,4.81,5.05889,236.12,1,0,0,0,1,7213
9312,16406,F,39,4.57,4.774030000000001,218.48,1,0,0,0,1,4572
16607,22666,F,45,5.34,5.42387,244.67,1,0,0,0,1,8269
21697,19337,M,57,5.164,5.49591,275.6,0,0,0,0,1,10861
21340,22785,F,47,5.896,6.041,272.67,1,0,0,0,1,10682
25308,18484,F,38,5.684,5.940519999999999,325.92,1,0,0,0,1,12643
12511,18483,F,35,5.086,5.18166,229.25,1,0,0,0,1,6215
13494,20426,F,47,5.206,5.24849,232.7,1,0,0,0,1,6720
21404,19885,F,53,5.314,5.61583,273.22,1,0,0,0,1,10720
12657,16432,F,46,4.61,4.77687,229.78,1,0,0,0,1,6287
19424,22813,F,46,5.526,5.68314,259.33,1,0,0,0,1,9703
26382,23144,F,48,6.7,7.61228,373.43,1,0,0,0,1,13182
21791,20597,F,51,5.196000000000001,5.89786,276.42,1,0,0,0,1,10909
16210,22814,F,57,5.356,5.376469999999999,242.77,1,0,0,0,1,8056
5828,16466,F,42,4.21,4.46641,205.42,1,0,0,0,1,2862
13528,21072,F,51,5.34,5.29352,232.8,1,0,0,0,1,6738
16140,21249,F,54,5.3660000000000005,5.511080000000001,242.4,1,0,0,0,1,8023
22240,19162,F,37,4.916,6.4401,280.67,1,0,0,0,1,11149
16352,16413,F,28,4.92,5.23854,243.5,1,0,0,0,1,8131
20533,23002,M,63,5.513999999999999,5.65612,266.67,0,0,0,0,1,10251
16083,20096,F,55,5.23,5.23664,242.13,1,0,0,0,1,7986
20136,20299,F,43,5.516,5.72106,263.85,1,0,0,0,1,10051
15746,20849,F,46,5.27,5.33144,240.48,1,0,0,0,1,7813
13921,17363,F,48,5.14,5.30964,234.12,1,0,0,0,1,6936
15323,20563,F,50,5.376,5.47127,238.9,1,0,0,0,1,7596
18102,16297,F,26,4.976,5.147530000000001,252.17,1,0,0,0,1,9031
9341,18804,F,47,5.04,5.03946,218.58,1,0,0,0,1,4588
16571,20503,F,56,5.056,5.30016,244.48,1,0,0,0,1,8247
14227,22905,F,47,5.343999999999999,5.39401,235.08,1,0,0,0,1,7082
5895,16487,F,40,4.314,4.50764,205.65,1,0,0,0,1,2897
21282,22124,F,53,4.9,5.37031,272.02,1,0,0,0,1,10652
12323,22433,M,62,5.114,5.1499,228.63,0,0,0,0,1,6122
12079,20524,F,40,5.176,5.21721,227.93,1,0,0,0,1,5990
18072,17928,F,38,5.394,5.5930800000000005,252.0,1,0,0,0,1,9009
9045,16134,M,62,4.8260000000000005,4.8631400000000005,217.43,0,0,0,0,1,4438
17697,23222,F,45,5.263999999999999,5.32907,250.2,1,0,0,0,1,8825
14396,18191,F,38,5.22,5.15843,235.7,1,0,0,0,1,7168
15306,16273,M,59,5.1,5.15559,238.83,0,0,0,0,1,7583
19302,21588,F,50,5.2860000000000005,5.48169,258.68,1,0,0,0,1,9632
21396,23576,F,53,5.47,5.705419999999999,273.15,1,0,0,0,1,10716
17260,18575,F,39,5.144,5.47695,247.88,1,0,0,0,1,8614
19248,22440,M,61,5.474,5.392580000000001,258.37,0,0,0,0,1,9603
16693,21668,F,50,5.466,5.52909,245.08,1,0,0,0,1,8317
12340,17176,F,49,5.21,5.26698,228.7,1,0,0,0,1,6131
7655,17048,F,25,4.8,4.82143,212.38,1,0,0,0,1,3749
11577,19326,F,46,5.034,5.10582,226.28,1,0,0,0,1,5722
7061,18322,M,56,4.8839999999999995,4.92002,210.07,0,0,0,0,1,3446
16080,20383,F,42,5.06,5.1224099999999995,242.13,1,0,0,0,1,7987
12211,19182,F,39,5.156000000000001,5.1593800000000005,228.3,1,0,0,0,1,6055
14734,16960,F,37,4.974,5.08496,236.9,1,0,0,0,1,7318
6702,16265,F,46,4.896,4.81479,208.68,1,0,0,0,1,3285
16613,19481,M,61,5.586,5.5423599999999995,244.7,0,0,0,0,1,8278
10208,21314,F,48,5.303999999999999,5.24233,221.7,1,0,0,0,1,5031
18136,22136,F,54,5.494,5.47601,252.3,1,0,0,0,1,9048
17019,16330,F,31,5.466,5.621519999999999,246.67,1,0,0,0,1,8490
18420,21636,M,60,4.91,5.12715,253.88,0,0,0,0,1,9186
15689,16070,F,28,4.966,5.14279,240.28,1,0,0,0,1,7788
19222,22792,F,48,5.71,5.9035400000000005,258.2,1,0,0,0,1,9589
21839,18316,M,68,5.216,5.5376199999999995,276.83,0,0,0,0,1,10935
15773,23562,F,53,5.44,5.54568,240.62,1,0,0,0,1,7827
19644,22645,F,47,5.534,5.62247,260.82,1,0,0,0,1,9814
21074,21387,F,48,5.336,5.6675,270.37,1,0,0,0,1,10535
15265,20168,F,59,4.763999999999999,4.984,238.68,1,0,0,0,1,7565
22630,23398,M,66,5.524,6.0993,284.78,0,0,0,0,1,11340
13835,21913,F,49,5.37,5.4665300000000006,233.82,1,0,0,0,1,6886
20881,19229,M,58,5.28,5.37362,269.05,0,0,0,0,1,10430
25483,21381,F,53,5.446000000000001,5.9850699999999994,330.05,1,0,0,0,1,12732
15264,23533,F,53,5.37,5.37031,238.68,1,0,0,0,1,7568
20604,21051,M,66,5.354,5.62484,267.15,0,0,0,0,1,10283
15283,19354,M,62,5.4239999999999995,5.47221,238.78,0,0,0,0,1,7576
22754,20233,F,45,6.044,6.3998099999999996,285.87,1,0,0,0,1,11400
20680,22506,M,62,5.586,5.66513,267.63,0,0,0,0,1,10326
10612,21684,F,46,5.336,5.22716,223.12,1,0,0,0,1,5232
13673,18923,F,36,5.244,5.187819999999999,233.23,1,0,0,0,1,6808
8591,18379,F,40,4.996,4.96504,215.85,1,0,0,0,1,4207
10415,16152,F,47,4.89,4.94846,222.37,1,0,0,0,1,5128
11505,18239,F,43,5.093999999999999,5.21863,226.02,1,0,0,0,1,5690
14690,21770,F,47,5.296,5.36414,236.72,1,0,0,0,1,7293
19952,22941,F,51,5.85,6.03721,262.6,1,0,0,0,1,9961
17788,23259,F,51,5.58,5.7841,250.62,1,0,0,0,1,8869
15189,20195,F,40,5.6,5.58929,238.45,1,0,0,0,1,7528
9337,17309,F,38,4.926,4.98495,218.57,1,0,0,0,1,4585
18186,21305,F,53,5.303999999999999,5.59403,252.52,1,0,0,0,1,9073
17726,22218,F,48,5.166,5.4689,250.35,1,0,0,0,1,8836
18204,23049,F,53,5.58,5.74239,252.6,1,0,0,0,1,9081
19512,22188,F,45,5.614,5.693569999999999,259.87,1,0,0,0,1,9747
17677,16788,F,41,5.303999999999999,5.30395,250.07,1,0,0,0,1,8819
13476,17685,F,42,5.104,5.22337,232.65,1,0,0,0,1,6707
19570,17323,M,56,5.166,5.214840000000001,260.33,0,0,0,0,1,9782
8291,17264,F,43,5.046,4.98637,214.77,1,0,0,0,1,4061
15566,20646,F,40,5.254,5.40917,239.75,1,0,0,0,1,7717
22860,22375,F,45,5.66,6.18794,287.03,1,0,0,0,1,11461
23963,22163,M,63,5.83,6.33014,300.48,0,0,0,0,1,11990
8456,19774,F,41,5.106,5.01813,215.35,1,0,0,0,1,4144
11015,20651,M,63,5.263999999999999,5.06316,224.42,0,0,0,0,1,5440
15190,23154,F,51,5.676,5.68646,238.45,1,0,0,0,1,7529
19341,22761,F,53,5.654,5.58502,258.87,1,0,0,0,1,9654
16363,19735,F,48,5.194,5.31011,243.57,1,0,0,0,1,8138
20035,19395,F,36,5.176,5.66276,263.22,1,0,0,0,1,9998
18189,19338,F,43,5.23,5.64522,252.52,1,0,0,0,1,9070
21929,21620,F,57,5.3260000000000005,5.61678,277.62,1,0,0,0,1,10981
8093,17480,F,37,4.9,4.85934,214.0,1,0,0,0,1,3962
18789,19319,M,57,5.114,5.1759699999999995,256.03,0,0,0,0,1,9371
13607,16354,F,35,4.934,5.08449,233.02,1,0,0,0,1,6779
17653,17094,M,58,5.45,5.5281400000000005,249.93,0,0,0,0,1,8805
20541,18366,F,56,5.686,6.010190000000001,266.72,1,0,0,0,1,10253
16077,21760,F,48,5.194,5.36414,242.12,1,0,0,0,1,7983
15603,18649,F,37,5.024,4.9731,239.92,1,0,0,0,1,7736
16358,23428,F,55,5.12,5.47079,243.53,1,0,0,0,1,8134
18211,22948,M,63,5.526,5.62389,252.65,0,0,0,0,1,9086
26190,22991,M,60,7.456,7.769639999999999,355.07,0,0,0,0,1,13086
17974,21469,F,52,5.224,5.46842,251.55,1,0,0,0,1,8963
21319,19465,F,38,5.19,5.32149,272.4,1,0,0,0,1,10671
14235,18621,F,38,5.44,5.4888,235.12,1,0,0,0,1,7088
12951,17767,F,37,5.09,5.23522,230.78,1,0,0,0,1,6448
9887,17590,F,31,5.0760000000000005,5.00154,220.47,1,0,0,0,1,4862
17977,23079,F,59,5.31,5.47079,251.57,1,0,0,0,1,8964
17939,21318,F,49,5.474,5.6144099999999995,251.33,1,0,0,0,1,8944
15312,22365,F,54,5.32,5.43429,238.87,1,0,0,0,1,7587
10947,16042,M,55,5.1,5.10013,224.23,0,0,0,0,1,5401
22188,23173,F,53,5.434,5.83576,280.18,1,0,0,0,1,11117
20577,21497,F,50,5.75,5.93056,266.95,1,0,0,0,1,10269
21355,22377,M,64,5.94,5.928669999999999,272.83,0,0,0,0,1,10690
19327,22975,F,45,5.404,5.83624,258.8,1,0,0,0,1,9648
11191,18844,F,50,5.154,5.14184,224.97,1,0,0,0,1,5534
19995,22420,F,46,5.3660000000000005,5.65612,262.87,1,0,0,0,1,9977
10979,21214,F,45,5.35,5.23048,224.33,1,0,0,0,1,5419
19201,20650,F,40,5.334,5.52435,258.1,1,0,0,0,1,9578
12124,18319,F,40,4.994,5.10392,228.08,1,0,0,0,1,6013
7899,19660,F,42,5.124,4.9991699999999994,213.28,1,0,0,0,1,3867
20471,20338,F,42,5.426,5.5442599999999995,266.17,1,0,0,0,1,10217
9511,18769,M,56,5.044,5.06316,219.15,0,0,0,0,1,4675
18120,19801,F,43,5.186,5.5423599999999995,252.23,1,0,0,0,1,9039
21702,18816,F,51,5.1739999999999995,5.67935,275.65,1,0,0,0,1,10864
14614,18913,F,40,5.7139999999999995,5.6656,236.42,1,0,0,0,1,7257
5693,16322,F,28,4.75,4.71715,204.87,1,0,0,0,1,2805
13111,19139,F,40,5.43,5.34566,231.3,1,0,0,0,1,6522
19645,17837,F,37,5.53,5.876530000000001,260.83,1,0,0,0,1,9817
17134,18138,F,42,5.3260000000000005,5.63669,247.22,1,0,0,0,1,8546
10934,17193,F,40,4.59,4.95177,224.18,1,0,0,0,1,5393
21984,23249,F,55,5.614,5.83624,278.18,1,0,0,0,1,11009
11595,20578,F,46,5.1,5.17502,226.35,1,0,0,0,1,5736
17648,22695,F,50,5.396,5.65233,249.92,1,0,0,0,1,8802
10915,18143,F,35,5.1160000000000005,5.15606,224.12,1,0,0,0,1,5382
24378,17933,M,62,6.34,6.4699599999999995,306.92,0,0,0,0,1,12193
15494,20632,F,41,5.266,5.3978,239.5,1,0,0,0,1,7677
15939,19309,M,55,5.263999999999999,5.27883,241.45,0,0,0,0,1,7908
15727,19750,F,42,5.33,5.40017,240.43,1,0,0,0,1,7804
18788,22421,M,62,5.43,5.61583,256.03,0,0,0,0,1,9372
13601,17444,F,25,4.904,4.97547,233.02,1,0,0,0,1,6777
10681,19971,F,48,4.83,4.98163,223.38,1,0,0,0,1,5267
10024,19180,F,52,4.974,4.817159999999999,220.95,1,0,0,0,1,4933
8962,17797,M,61,5.024,5.04231,217.15,0,0,0,0,1,4389
15051,18685,M,55,5.0360000000000005,5.11435,237.97,0,0,0,0,1,7468
13896,19914,M,57,5.14,5.32528,234.02,0,0,0,0,1,6921
8002,21453,F,46,4.93,4.94229,213.68,1,0,0,0,1,3917
17165,21089,F,45,5.696000000000001,5.67224,247.45,1,0,0,0,1,8563
17973,17818,M,59,5.27,5.60114,251.53,0,0,0,0,1,8961
16056,21264,M,62,5.4239999999999995,5.50919,242.05,0,0,0,0,1,7972
13345,19295,M,60,4.994,5.0574699999999995,232.13,0,0,0,0,1,6634
15070,21858,F,52,5.18,5.33239,238.02,1,0,0,0,1,7474
15895,20296,F,55,5.374,5.37031,241.25,1,0,0,0,1,7888
14646,21852,M,61,5.296,5.2992099999999995,236.53,0,0,0,0,1,7271
15418,22349,F,46,5.194,5.24138,239.23,1,0,0,0,1,7643
15932,21832,M,60,5.31,5.4414,241.42,0,0,0,0,1,7904
15348,23415,F,50,5.434,5.5883400000000005,239.02,1,0,0,0,1,7612
16619,21616,F,46,5.566,5.629580000000001,244.7,1,0,0,0,1,8277
9818,17796,F,55,4.8660000000000005,4.82996,220.22,1,0,0,0,1,4830
18792,18640,M,57,5.274,5.27314,256.05,0,0,0,0,1,9374
12218,17432,F,31,4.5,4.84513,228.33,1,0,0,0,1,6061
20128,21493,F,50,5.656000000000001,5.93767,263.8,1,0,0,0,1,10047
16706,19799,M,60,5.44,5.5376199999999995,245.15,0,0,0,0,1,8326
14448,19759,F,41,5.064,5.12857,235.87,1,0,0,0,1,7186
18799,22681,F,55,5.406000000000001,5.39732,256.1,1,0,0,0,1,9377
23306,23250,M,68,5.526,5.75519,292.28,0,0,0,0,1,11677
19046,18163,F,51,5.904,5.77936,257.35,1,0,0,0,1,9502
11292,17167,F,26,4.966,5.02572,225.28,1,0,0,0,1,5588
10476,21086,F,46,5.096,5.0408800000000005,222.62,1,0,0,0,1,5154
8924,20664,F,41,5.226,5.06079,217.02,1,0,0,0,1,4370
13794,21418,F,48,5.096,5.33807,233.67,1,0,0,0,1,6861
12448,19748,F,45,5.11,5.2812,229.05,1,0,0,0,1,6178
13939,17188,F,28,5.096,5.07311,234.17,1,0,0,0,1,6948
19308,16079,F,31,5.654,5.81965,258.72,1,0,0,0,1,9633
15614,17449,F,33,5.216,5.2556,239.93,1,0,0,0,1,7740
16725,19230,F,39,5.374,5.47221,245.23,1,0,0,0,1,8333
18619,21477,F,55,5.354,5.66086,254.98,1,0,0,0,1,9286
13455,19497,F,41,5.26,5.266030000000001,232.58,1,0,0,0,1,6696
6538,16709,F,33,4.954,4.88115,208.12,1,0,0,0,1,3194
16542,22516,F,47,5.343999999999999,5.41676,244.37,1,0,0,0,1,8231
17761,18606,M,59,5.416,5.64285,250.48,0,0,0,0,1,8852
20196,20006,F,42,5.9,6.1358,264.27,1,0,0,0,1,10082
13185,16194,M,51,4.3660000000000005,4.7541199999999995,231.58,0,0,0,0,1,6561
8374,19729,F,43,4.914,4.9731,215.02,1,0,0,0,1,4102
20174,22307,F,48,5.396,5.46131,264.08,1,0,0,0,1,10069
8733,17044,F,42,5.096,5.01007,216.35,1,0,0,0,1,4285
12547,19312,F,55,4.976,5.0944400000000005,229.37,1,0,0,0,1,6230
17409,19207,F,36,5.6339999999999995,5.7788900000000005,248.67,1,0,0,0,1,8695
12628,18172,M,55,5.204,5.25655,229.7,0,0,0,0,1,6270
20853,20782,F,49,5.32,5.51013,268.85,1,0,0,0,1,10418
11569,21125,F,47,5.25,5.21389,226.27,1,0,0,0,1,5721
16124,19744,F,55,5.316,5.46036,242.33,1,0,0,0,1,8009
15094,17135,M,57,4.916,5.02335,238.1,0,0,0,0,1,7486
22526,22611,F,49,5.8260000000000005,5.69594,283.82,1,0,0,0,1,11289
20280,22442,F,49,5.654,5.83102,264.95,1,0,0,0,1,10123
17142,21032,F,53,5.4239999999999995,5.58597,247.27,1,0,0,0,1,8550
24996,16151,M,60,5.24,5.79548,318.98,0,0,0,0,1,12495
8945,18343,M,56,4.966,4.98021,217.08,0,0,0,0,1,4380
16625,19932,M,61,5.396,5.4210199999999995,244.73,0,0,0,0,1,8280
16021,20355,F,43,5.336,5.59071,241.9,1,0,0,0,1,7946
20398,22198,F,48,5.434,5.89075,265.68,1,0,0,0,1,10182
13852,21458,F,47,5.104,5.02998,233.87,1,0,0,0,1,6897
17007,18061,M,55,4.9639999999999995,5.3110599999999994,246.58,0,0,0,0,1,8480
12049,20863,F,40,5.296,5.34992,227.85,1,0,0,0,1,5972
17287,19492,M,57,5.446000000000001,5.4779,248.03,0,0,0,0,1,8631
22499,22960,F,57,5.466,6.28985,283.48,1,0,0,0,1,11276
18929,21370,M,62,5.16,5.64901,256.73,0,0,0,0,1,9449
18961,20275,F,40,5.29,5.4779,256.92,1,0,0,0,1,9467
13642,18960,F,51,5.046,5.01576,233.13,1,0,0,0,1,6794
18730,17253,F,31,5.38,5.5471,255.67,1,0,0,0,1,9350
21312,22292,F,46,5.61,5.80969,272.35,1,0,0,0,1,10668
9335,16800,F,25,4.774,4.91622,218.55,1,0,0,0,1,4584
7853,16035,F,34,4.87,4.9295,213.08,1,0,0,0,1,3848
15650,19489,F,40,5.216,5.35609,240.1,1,0,0,0,1,7763
15789,21339,M,61,5.34,5.388319999999999,240.72,0,0,0,0,1,7835
14822,18170,F,38,5.2139999999999995,5.3480300000000005,237.2,1,0,0,0,1,7361
17192,16369,F,27,5.12,5.26698,247.57,1,0,0,0,1,8575
13776,18179,M,56,5.5360000000000005,5.42244,233.58,0,0,0,0,1,6855
15373,19742,F,40,5.42,5.3996900000000005,239.08,1,0,0,0,1,7624
8641,18308,F,38,4.906000000000001,4.9309199999999995,216.07,1,0,0,0,1,4237
12772,20235,F,45,5.39,5.32859,230.18,1,0,0,0,1,6348
19340,20371,F,43,5.83,5.84098,258.87,1,0,0,0,1,9653
16062,16916,M,55,5.276,5.31011,242.07,0,0,0,0,1,7973
16225,19689,M,61,5.12,5.303,242.83,0,0,0,0,1,8067
11050,17348,F,29,4.79,4.94229,224.53,1,0,0,0,1,5460
19257,21980,F,48,5.41,5.61204,258.4,1,0,0,0,1,9606
10920,16535,F,28,4.994,4.99348,224.15,1,0,0,0,1,5386
16597,22530,F,52,5.374,5.55374,244.6,1,0,0,0,1,8263
11514,21723,F,47,5.21,5.214840000000001,226.05,1,0,0,0,1,5692
9769,16564,F,31,4.654,4.78493,220.03,1,0,0,0,1,4804
20859,20498,M,60,5.7,5.75898,268.88,0,0,0,0,1,10422
18475,22743,F,53,5.46,5.72722,254.15,1,0,0,0,1,9214
14481,18225,M,60,5.42,5.3996900000000005,235.97,0,0,0,0,1,7198
10250,19079,M,55,5.224,5.05273,221.83,0,0,0,0,1,5046
8611,17578,F,31,5.006,4.9878,215.93,1,0,0,0,1,4220
24726,23413,F,61,6.5,7.01647,313.27,1,0,0,0,1,12365
22570,21241,M,65,5.45,5.81112,284.27,0,0,0,0,1,11312
21934,17911,M,59,5.126,5.810169999999999,277.67,0,0,0,0,1,10983
16390,19391,F,44,5.22,5.30774,243.67,1,0,0,0,1,8151
15576,20443,F,45,5.49,5.6182,239.8,1,0,0,0,1,7720
14287,21983,F,50,5.1,5.19635,235.28,1,0,0,0,1,7112
18501,18550,F,45,5.186,5.56606,254.28,1,0,0,0,1,9230
18911,20380,F,40,5.28,5.46747,256.67,1,0,0,0,1,9442
20927,22486,M,64,5.476,5.7495,269.42,0,0,0,0,1,10455
20913,23586,F,54,5.834,5.995019999999999,269.28,1,0,0,0,1,10446
14529,20357,F,44,5.244,5.20346,236.18,1,0,0,0,1,7221
16739,17041,M,56,5.016,5.15369,245.28,0,0,0,0,1,8340
15838,21553,F,48,5.4639999999999995,5.522930000000001,240.93,1,0,0,0,1,7861
23467,22606,M,60,5.566,5.64617,294.17,0,0,0,0,1,11756
8053,17119,F,33,4.956,4.95556,213.87,1,0,0,0,1,3945
6109,17579,F,29,4.97,4.82854,206.42,1,0,0,0,1,2998
13225,18062,F,39,5.296,5.37125,231.72,1,0,0,0,1,6584
10702,19656,F,41,5.164,5.075480000000001,223.43,1,0,0,0,1,5276
13850,21236,F,48,5.476,5.454680000000001,233.85,1,0,0,0,1,6895
9817,16837,M,59,4.934,4.96173,220.22,0,0,0,0,1,4831
11176,18017,F,45,4.92,5.02192,224.93,1,0,0,0,1,5525
9397,18944,M,60,5.126,5.12715,218.78,0,0,0,0,1,4610
17610,16202,M,57,5.124,5.457990000000001,249.73,0,0,0,0,1,8784
14281,16902,F,32,4.976,5.12146,235.27,1,0,0,0,1,7111
19857,21897,M,62,5.444,5.73765,262.1,0,0,0,0,1,9919
10124,16921,F,30,5.14,5.03851,221.38,1,0,0,0,1,4985
7270,16281,F,34,4.906000000000001,4.9309199999999995,210.98,1,0,0,0,1,3562
